id,name,address,city,state,zip,county,phone,email,website,pastor,masses,lat,lng,ParishName,Year,Rite,MailAddress,MailCity,MailZip,ChurchAddress,ChurchCity,ChurchZip,County2,ParishPhone,ParishEmail,ParishWeb,Pastor3,ParochialVicar,BusMgr,Deacon,DRE,MinisterService,CRE,ParCouncilPres,PastoralAssoc,YouthMin,MusicMin,Other,Masses4,Convent,ConventAddress,ConventZip,ConventPhone,ConfessionTimes,Latitude,Longitude
66,St. Gabriel - Glendale,48 W. Sharon Ave.,Cincinnati,Ohio,45246-4398,Hamilton,(513) 771-4700,glendalegabriel@fuse.net,,Rev. David E. Fay,"Sat. 5 p.m.; Sun. 7:30, 9:30, 11:30 a.m.; Holyday 7 a.m., noon, 7 p.m.",39.273893,-84.468869,St. Gabriel - Glendale,1857,,,,,48 W. Sharon Ave.,Cincinnati,45246-4398,Hamilton,"(513) 771-4700, Fax: (513) 612-4545",glendalegabriel@fuse.net,,Rev. David E. Fay,,,Rev. Mr. Herman H. Bryant,Rose Voulgarakis (513) 771-4700,,,David Widmann,Sr. Mary Doeker (513) 771-4700,,Music Director: Gene Ostenkamp (513) 612,,"Sat. 5 p.m.; Sun. 7:30, 9:30, 11:30 a.m.; Holyday 7 a.m., noon, 7 p.m.",,,,,,39.273893,-84.468869
67,St. George - Georgetown,509 E. State St.,Georgetown,Ohio,45121-1393,Brown,(937) 392-1116,stsmichael-george@sbcglobal.net,http://www.saintgeorge.homestead.com,Rev. Dorhman W. Byers,"Sat. 5:30 p.m., Sun. 12 noon",38.8641214,-83.8992273,St. George - Georgetown,1902,,"c/o 16 N. Fourth St., Ripley, OH 45167",Georgetown,45121-1420,509 E. State St.,Georgetown,45121-1393,Brown,(937) 392-1116,stsmichael-george@sbcglobal.net,http://www.saintgeorge.homestead.com,Rev. Dorhman W. Byers,,Susan Caproni (937) 392-1840,Ronald S. Dvorachek 937-378-3066,,,,,/DRE: Joan St. Clair 937-378-6453,,,,"Sat. 5:30 p.m., Sun. 12 noon",,,,,"Thurs. 12:30 p.m.; Sat. 3 p.m. St. Mary, Arnheim; Tues. 7:30 p.m. St. Michael, Ripley",38.8641214,-83.8992273
68,St. Gertrude - Madeira,6543 Miami Avenue,"Cincinnati, OH",Ohio,45243,Hamilton,(513) 561-5954,parishoffice@stgertrude.org,http://www.stgertrude.org,"Rev. Andre-Joseph LaCasse, O.P.","Sat. 8:00 a.m., 11:30 a.m., 4:30 p.m.; Sun. 8, 9:30, 11:00 a.m., 12:30, 6 p.m.; Holyday 7:30 eve; 7, 8, 11:30 a.m., 7:30 p.m.; M-F 7:00a.m., 8:00a.m., and 11:30a.m.",39.180928,-84.364422,St. Gertrude - Madeira,1923,,6543 Miami Avenue,"Cincinnati, OH",45243,6543 Miami Avenue,"Cincinnati, OH",45243,Hamilton,"(513) 561-5954, Fax: (513) 561-7184",parishoffice@stgertrude.org,http://www.stgertrude.org,"Rev. Andre-Joseph LaCasse, O.P.","Parochial Vicar: Rev. Clement Dickie, O.P.; Rev. Gabriel Torretta, O.P.",,,"Shari Siebert, Pre-K-4th grades; Megan Dickert, 5th-8th; Alex Parra, 5th-8th",,,Jeremy Corsmo,,"Megan Dickert, Alex Parra",,,"Sat. 8:00 a.m., 11:30 a.m., 4:30 p.m.; Sun. 8, 9:30, 11:00 a.m., 12:30, 6 p.m.; Holyday 7:30 eve; 7, 8, 11:30 a.m., 7:30 p.m.; M-F 7:00a.m., 8:00a.m., and 11:30a.m.",,,,,"Weds., 7-8 p.m.; Sat., 10:30-11:30 a.m., 3:30-4:30 p.m.",39.180928,-84.364422
69,Good Shepherd - Cincinnati,8815 E. Kemper Rd.,Cincinnati,Ohio,45249-2718,Hamilton,(513) 489-8815,gs.info@good-shepherd.org,http://www.good-shepherd.org,Rev. Thomas Mannebach,"Sat. 4:30 p.m.; Sun. 7:30, 9, 10:30 a.m., noon; Sun 4 p.m. Mass with contemporary music(music begins at 3:45 p.m.); Weds 6:15 p.m. Anointing Mass",39.266724,-84.3217729,Good Shepherd - Cincinnati,1973,,,,,8815 E. Kemper Rd.,Cincinnati,45249-2718,Hamilton,"(513) 489-8815, Fax: (513) 489-8521",gs.info@good-shepherd.org,http://www.good-shepherd.org,Rev. Thomas Mannebach,Rev. Jack Wehman,,,,,,,,,Rick Hagee,,"Sat. 4:30 p.m.; Sun. 7:30, 9, 10:30 a.m., noon; Sun 4 p.m. Mass with contemporary music(music begins at 3:45 p.m.); Weds 6:15 p.m. Anointing Mass",,,,,Tues. 5:30-6:15 p.m.,39.266724,-84.3217729
70,Guardian Angels - Cincinnati,6531 Beechmont Ave.,Cincinnati,Ohio,45230,Hamilton,(513) 231-7440,office@gaparish.org,http://www.gaparish.org,Rev. Thomas M. King,"Sat. 8 a.m., 5 p.m. (vigil); Sun. 8 a.m., 10 a.m., noon; Mon.-Fri. 7:30 a.m.",39.0849907,-84.3768536,Guardian Angels - Cincinnati,1892,,,,,6531 Beechmont Ave.,Cincinnati,45230,Hamilton,"(513) 231-7440, Fax: (513) 624-3145",office@gaparish.org,http://www.gaparish.org,Rev. Thomas M. King,Weekend Assistant: Rev. Anthony Brausch,Susan Boettner (513) 624-8961,"Robert Fey, Richard Novick",Becky Schen (513) 624-3146,,,,Rose Ann Miller (513) 231-7440,,Director: George Stegeman (513) 624-3149,,"Sat. 8 a.m., 5 p.m. (vigil); Sun. 8 a.m., 10 a.m., noon; Mon.-Fri. 7:30 a.m.",,,,,2nd & 4th Mon. 7 p.m.; Sat. 3-4 p.m.,39.0849907,-84.3768536
71,St. Helen - Dayton,5100 Burkhardt Rd.,Dayton,Ohio,45431-2798,Montgomery,(937) 254-6233,office@sthelenparish.org,http://www.sthelenparish.org,Rev. Satish Joseph,"Sat. 5 p.m.; Sun. 8, 10:30 a.m.; Holyday eve, 7 p.m. except All Saints and Solemnity of Mary at 5 p.m.; Holydays, 6:30 and 8:15 a.m.",39.7592552,-84.1184894,St. Helen - Dayton,1953,,605 Granville Pl.,Dayton,,5100 Burkhardt Rd.,Dayton,45431-2798,Montgomery,"(937) 254-6233, Fax: (937) 256-6117",office@sthelenparish.org,http://www.sthelenparish.org,Rev. Satish Joseph,,Don Reimer x309,"Ralph O&#39;Bleness, Susano Mascorro, Jon Danner",,,,Shawn Kalis,"Liturgy/Stewardship: Mary Heider, x305; Administration/Organization: Mel McWilliams, x302","Pastoral Associate for Youth Evengelization: Amy McEntee, x306 or 937-256-8815","Pastoral Associate for Music: Ellen Garmann, x316","Finance Manager: Gayle Hirsch, x304","Sat. 5 p.m.; Sun. 8, 10:30 a.m.; Holyday eve, 7 p.m. except All Saints and Solemnity of Mary at 5 p.m.; Holydays, 6:30 and 8:15 a.m.",,,,,Sat. 4-5 p.m.; communal services in Advent and Lent,39.7592552,-84.1184894
72,St. Henry - Dayton,6696 Springboro Rd.,Dayton,Ohio,45449-3499,Montgomery,(937) 434-9231,akunka@sthenryparish.com,http://sthenryparish.com,Rev. Thomas Shearer,"Sat. 5 p.m.; Sun. 8, 9:30, 11 a.m., 12:30 p.m.; Holyday 7 eve; 7, 9 a.m.",39.654904,-84.221227,St. Henry - Dayton,1960,,,,,6696 Springboro Rd.,Dayton,45449-3499,Montgomery,"(937) 434-9231, Fax: (937) 434-6798",akunka@sthenryparish.com,http://sthenryparish.com,Rev. Thomas Shearer,"Rev. James Romanello, Rev. Ronald Combs",,,Director of Family Evangelization: Megan Deaton,,,Luis Garcia,Dr. Mary Ehret,,Mrs. Mary Ruth Shearer,Plant Manager Nate Haller; Office Manager: Angela Kunka,"Sat. 5 p.m.; Sun. 8, 9:30, 11 a.m., 12:30 p.m.; Holyday 7 eve; 7, 9 a.m.",,,,,Sat. 4-4:45 p.m.,39.654904,-84.221227
73,St. Henry - St. Henry,272 E. Main St.,St. Henry,Ohio,45883,Mercer,(419) 678-4118,tomhemm@hotmail.com,http://www.sthenrycluster.com,"Rev. William O&#39;Donnell, CPPS","Sat. 5:00 p.m.; Sun. 8:00 a.m., 10:00 a.m.; Thurs. 7:30 a.m.",40.4177188,-84.6371847,St. Henry - St. Henry,1839,,PO Box 350,St. Henry,45883,272 E. Main St.,St. Henry,45883,Mercer,"(419) 678-4118, Fax: (419) 678-8285",tomhemm@hotmail.com,http://www.sthenrycluster.com,"Rev. William O&#39;Donnell, CPPS","Rev. James Smith, C.PP.S.",Sue Nietfeld 419-678-4118,"Deacon James Smith, C.PP.S., Deacon Randy Balster, Deacon Jerry Buschur",Catherine Wenning 419-678-3811,,,Brad Beyke,,,,,"Sat. 5:00 p.m.; Sun. 8:00 a.m., 10:00 a.m.; Thurs. 7:30 a.m.",,,,,"Weekdays after the 7:30 a.m. Masses in St. Henry Cluster parishes; Thurs. before First Friday, 3 p.m. at St. Henry Church, St. Henry; Sat. 4:15 p.m. at St. Henry.",40.4177188,-84.6371847
972,Our Lady of Grace - Dayton,533 Odlin Avenue,Dayton,Ohio,45405,,(937) 274-2107,,http://www.OurLadyofGraceDayton.org,"Rev. Joshua Otusafo, C.S.Sp.","CORPUS CHRISTI, Sat. 4:30 p.m.; Holy Days, Call Parish; Tues., 8:30 a.m.; OUR LADY OF MERCY, Sun., 9:30 a.m. Holy Days, Call Parish; Weds., 8:30 a.m.; FIRST WEEKEND OF MONTH: OLM, Sat. 4:30 p.m., CC, Sun. 9:30 a.m.",39.7974957,-84.2198479,Our Lady of Grace - Dayton,2014,,220 W. Siebenthaler Avenue,Dayton,45405,533 Odlin Avenue,Dayton,45405,,(937) 274-2107,,http://www.OurLadyofGraceDayton.org,"Rev. Joshua Otusafo, C.S.Sp.",,Charles Helldoerfer; Bookeeper: May Erli,"Tom Platfoot, Milton &quot;Skip&quot; Royer",,,,,,,Anthony Davis,Director of Development and Business Affairs: Charlie Helldoerfer; Bookkeeper: Mary Eli,"CORPUS CHRISTI, Sat. 4:30 p.m.; Holy Days, Call Parish; Tues., 8:30 a.m.; OUR LADY OF MERCY, Sun., 9:30 a.m. Holy Days, Call Parish; Weds., 8:30 a.m.; FIRST WEEKEND OF MONTH: OLM, Sat. 4:30 p.m., CC, Sun. 9:30 a.m.",,,,,By appointment; call parish,39.7974957,-84.2198479
75,Holy Angels - Dayton,Brown & L Sts.,Dayton,Ohio,45409-2692,Montgomery,(937) 229-5911,dorankas@holyangels.cc,http://holyangels.cc,Rev. Gregory Konerman,"Sat. 5 p.m.; Sun. 9:30, noon; Holyday 8:30 a.m., 6 p.m.",39.7389071,-84.181726,Holy Angels - Dayton,1901,,1322 Brown St.,Dayton,45409,Brown & L Sts.,Dayton,45409-2692,Montgomery,"(937) 229-5911, Fax (937) 229-5959",dorankas@holyangels.cc,http://holyangels.cc,Rev. Gregory Konerman,,,,Faith Formation Ministeries: Jeanne Fairbanks,,,,Sr. Annette Grisley,,John Edelmann,,"Sat. 5 p.m.; Sun. 9:30, noon; Holyday 8:30 a.m., 6 p.m.",,,,,,39.7389071,-84.181726
76,Holy Angels - Sidney,S. Main & Water,Sidney,Ohio,45365-3012,Shelby,(937) 498-2307,info@holyangelssidney.com,http://www.holyangelssidney.com,Rev. Frank Amberger,"Sat. 5:30 p.m.; Sun. 7:30, 9, 10:30 a.m., noon; Holyday 7, 9, 11:40 a.m., 7 p.m.; Spanish Mass third Sunday of the month, 2 p.m.",40.2820156,-84.1549689,Holy Angels - Sidney,1848,,324 S. Ohio Ave.,Sidney,45365-3012,S. Main & Water,Sidney,45365-3012,Shelby,"(937) 498-2307, Fax: (937) 498-2308",info@holyangelssidney.com,http://www.holyangelssidney.com,Rev. Frank Amberger,Rev. Peter Langenkamp,,Philip Myers,,Emily O&#39;Leary (937) 498-0433,,David O&#39;Leary,Deacon Philip Myers,,Organist: Sarah Collier (937) 492-2358,,"Sat. 5:30 p.m.; Sun. 7:30, 9, 10:30 a.m., noon; Holyday 7, 9, 11:40 a.m., 7 p.m.; Spanish Mass third Sunday of the month, 2 p.m.",,,,,Sat. 4-5 p.m.,40.2820156,-84.1549689
77,Holy Cross - Dayton,1924 Leo St.,Dayton,Ohio,45404,Montgomery,(937) 228-8902,POND@OLRDayton.com,http://www.daytonxii.org,Rev. Anthony Cutcher,Sun. 10:30 a.m.; holy day T.B.A.,39.781567,-84.167133,Holy Cross - Dayton,1914,,222 Notre Dame Ave.,"Dayton, OH",45404-1924,1924 Leo St.,Dayton,45404,Montgomery,(937) 228-8902,POND@OLRDayton.com,http://www.daytonxii.org,Rev. Anthony Cutcher,Rev. Ethan Moore,,,,,,,,,,,Sun. 10:30 a.m.; holy day T.B.A.,,,,,"First Sunday each month, 10 to 10:30 a.m.",39.781567,-84.167133
78,Holy Cross-Immaculata - Cincinnati,30 Guido St.,Cincinnati,Ohio,45202-1716,Hamilton,(513) 721-6544 ,holymac30@fuse.net,http://www.hciparish.org,Rev. Leonard Fecko,"Sat. 4:30 p.m.; Sun. 8, 10:30 a.m.; Holyday 8 a.m., 7:30 p.m.",39.1071056,-84.4966337,Holy Cross-Immaculata - Cincinnati,1859,,,,,30 Guido St.,Cincinnati,45202-1716,Hamilton,(513) 721-6544 Fax: (513) 721-6177,holymac30@fuse.net,http://www.hciparish.org,Rev. Leonard Fecko,,,,,,,Patricia Sweeney,Patti Minbiole,,Michael Johnson,Pastoral Administrator: Paul Roell,"Sat. 4:30 p.m.; Sun. 8, 10:30 a.m.; Holyday 8 a.m., 7:30 p.m.",,,,,Sat. 3:45 p.m. and by appoinment,39.1071056,-84.4966337
79,Holy Family - Cincinnati,814 Hawthorne Avenue,Cincinnati,Ohio,45205-2397,Hamilton,(513) 921-7527 ,office@holyfamilycincinnati.org,http://www.holyfamilycincinnati.org,Rev. Leonard C. Wenke,"Sat. 4 p.m.; Sun. 9, 11 a.m. (bilingual); Holyday: see bulletin; San Antonio Chapel Sun. 9 a.m.",39.106385,-84.561959,Holy Family - Cincinnati,1884,,3006 West 8th Street,Cincinnati,45205-2308,814 Hawthorne Avenue,Cincinnati,45205-2397,Hamilton,(513) 921-7527 Fax: (513) 921-6033,office@holyfamilycincinnati.org,http://www.holyfamilycincinnati.org,Rev. Leonard C. Wenke,,,,,,,,,,,,"Sat. 4 p.m.; Sun. 9, 11 a.m. (bilingual); Holyday: see bulletin; San Antonio Chapel Sun. 9 a.m.",,,,,Sat 3-3:30 p.m.,39.106385,-84.561959
80,Holy Family - Dayton,140 S. Findlay St.,Dayton,Ohio,45403,Montgomery,(937) 938-6098,pastor@daytonlatimmass.org,http://www.daytonlatinmass.org,"Rev. George Gabet, FSSP",,39.7616869,-84.1559709,Holy Family - Dayton,1905,,140 S. Findlay St.,Dayton,45403,140 S. Findlay St.,Dayton,45403,Montgomery,(937) 938-6098,pastor@daytonlatimmass.org,http://www.daytonlatinmass.org,"Rev. George Gabet, FSSP","Rev. Brian Austin, F.S.S. P.",,,,,,,,,,,,,,,,,39.7616869,-84.1559709
81,Holy Family - Frenchtown,11239 SR 185,Versailles,Ohio,45380,Darke,(937) 526-4945,,http://www.bfvcatholic.org,Rev. James Simons,Sun. 9:30 a.m.; holy day 7:30 p.m.,40.2460812,-84.5228647,Holy Family - Frenchtown,1846,,14 E. Wood St.,Versailles,45380,11239 SR 185,Versailles,45380,Darke,(937) 526-4945,,http://www.bfvcatholic.org,Rev. James Simons,Rev. James Duell,,Rev. Mr. Jack Borgerding (retired),,,Julie Meyer,,Jane Pierron,Michael Meyer,,,Sun. 9:30 a.m.; holy day 7:30 p.m.,,,,,,40.2460812,-84.5228647
82,Holy Family - Middletown,201 Clark St.,Middletown,Ohio,45042-2038,Butler,(513) 422-0602,,http://www.holyfamilymiddletown.com,Rev. John R. Civille,"Sat. 4:30 p.m. St. John Church; Sun. 10, 11:30 a.m. St. John Church; Sun. 9 a.m., Holy Trinity Church",39.516829,-84.397248,Holy Family - Middletown,1991,,,,,201 Clark St.,Middletown,45042-2038,Butler,"(513) 422-0602, Fax: (513) 424-7416",,http://www.holyfamilymiddletown.com,Rev. John R. Civille,,,"Thomas J. Coyle (513) 423-6084, Bill Krumm (513) 727-1522",,,Dee Golembiewski,,Sr. Jean Sora (513) 424-1020,,"Mike Kramer, Marilyn Ifcic, Sr. Jean Sor",,"Sat. 4:30 p.m. St. John Church; Sun. 10, 11:30 a.m. St. John Church; Sun. 9 a.m., Holy Trinity Church",,,,,Sat. 3:30 p.m. St. John Church,39.516829,-84.397248
84,Holy Name - Cincinnati,2422 Auburn Ave.,Cincinnati,Ohio,45219,Hamilton,(513) 721-5608,bunny.reg@aol.com; tspeier@franciscan.org,,"Rev. Thomas Speier, OFM",Sun. 10 a.m.; Holyday noon,39.1269084,-84.5083269,Holy Name - Cincinnati,1905,,,,,2422 Auburn Ave.,Cincinnati,45219,Hamilton,(513) 721-5608,bunny.reg@aol.com; tspeier@franciscan.org,,"Rev. Thomas Speier, OFM",,,,,,,,,,,,Sun. 10 a.m.; Holyday noon,,.,,,,39.1269084,-84.5083269
85,Holy Name - Trenton,222 Hamilton Ave.,Trenton,Ohio,45067,Butler,(513) 988-6335,,www.holynameofjesuscatholicchurch.org,Rev. Paul Gebhardt,"Sat. 5:30 p.m.; Sun. 8, 10:30 a.m.; Holyday: Call office. Office hours: Mon-Thurs",39.479187,-84.462102,Holy Name - Trenton,1871,,,,,222 Hamilton Ave.,Trenton,45067,Butler,(513) 988-6335,,www.holynameofjesuscatholicchurch.org,Rev. Paul Gebhardt,Rev. Stephen Lattner,Tom Hutchinson,"Bill Schaefer, Larry Gronas",,,Mary Menninger,Chet Eten,,,Brenda Hicks,Deacon Larry Gronas,"Sat. 5:30 p.m.; Sun. 8, 10:30 a.m.; Holyday: Call office. Office hours: Mon-Thurs",,,,,Sat. 4:30-5:15 p.m. and by appointment,39.479187,-84.462102
86,Holy Redeemer - New Bremen,120 S. Eastmoor Dr.,New Bremen,Ohio,45869,Auglaize,(419)629-2543 ,holyredeemer@nktelco.net,http://www.holyredeemercatholicchurch.org,Rev. Thomas Dorn,"Sat. 5 p.m.; Sun 8, 10 a.m.; Holyday, please consult bulletin",40.434367,-84.373087,Holy Redeemer - New Bremen,1948,,,,,120 S. Eastmoor Dr.,New Bremen,45869,Auglaize,(419)629-2543 Fax: (419)629-2543,holyredeemer@nktelco.net,http://www.holyredeemercatholicchurch.org,Rev. Thomas Dorn,,,Rev. Mr. Greg Bornhorst (419) 629-2780,,,"K-6, Kathy Pape; 7-12, Jenny Sailer",,,High School Youth/ Young Adult Ministry: Nick Clune; Junior High Youth Ministry: Brad Feltz,Nick Wilker (419) 629-2543,,"Sat. 5 p.m.; Sun 8, 10 a.m.; Holyday, please consult bulletin",,,,,Sat. 4-4:30 p.m.; Mon. 6:30-6:45 p.m.; by appointment any time,40.434367,-84.373087
87,Holy Rosary - St. Marys,511 E. Spring,St. Marys,Ohio,45885-2388,Auglaize,(419) 394-5050,www.holyrosarychurch.us,,Rev. Barry J. Stechschulte,"Sat. 4:30 pm, Sunday 8 and 11 am, Daily Mass Mon., Tues., & Fri. 8 a.m..; Wed., 12:05 p.m.",40.5452282,-84.3829085,Holy Rosary - St. Marys,1852,,,,,511 E. Spring,St. Marys,45885-2388,Auglaize,(419) 394-5050,www.holyrosarychurch.us,,Rev. Barry J. Stechschulte,,,,,,Nan Mielke 419-300-1045,Bob Kantner,,,Brian Rutter (419) 394-0097,,"Sat. 4:30 pm, Sunday 8 and 11 am, Daily Mass Mon., Tues., & Fri. 8 a.m..; Wed., 12:05 p.m.",,,,,Sat. 3:30 and by appointment,40.5452282,-84.3829085
88,Holy Trinity - Batavia,140 N. Sixth St.,Batavia,Ohio,45103-3134,Clermont,(513) 732-2024 ,alleluia@fuse.net,,Rev. Martin E. Bachman,"Sun. 8:30, 11 a.m.",39.075286,-84.171882,Holy Trinity - Batavia,1906,,,,,140 N. Sixth St.,Batavia,45103-3134,Clermont,(513) 732-2024 Fax: (513) 732-0049,alleluia@fuse.net,,Rev. Martin E. Bachman,Rev. Andrew Cordonnier,,James Hennessey,,,"Patti Potts (513) 732-2024, (513) 943-10",,,,,,"Sun. 8:30, 11 a.m.",,,,,,39.075286,-84.171882
89,Holy Trinity - Coldwater,116 E. Main St.,Coldwater,Ohio,45828,Mercer,(419) 678-4802,,http://www.coldwatercluster.org,Rev. Richard Walling,"Sat. 5 p.m.; Sun. 7, 9, 10:30 a.m., noon, 6 p.m.; Holyday 4:45 eve; 6:30, 7:30, 9 a.m., 7:30 p.m.",40.4802729,-84.628094,Holy Trinity - Coldwater,1867,,PO Box 107,Coldwater,45828,116 E. Main St.,Coldwater,45828,Mercer,"(419) 678-4802, Fax: (419) 678-4803",,http://www.coldwatercluster.org,Rev. Richard Walling,Rev. Alexander Witt,Ellen Homan (419) 678-4802,,Charmaine Bettinger (419) 678-3328,,,Larry Schmitmeyer,Cindy Muhlenkamp (419) 678-4802,Susan Jenkins,Ronald Johnson (419) 678-4802,,"Sat. 5 p.m.; Sun. 7, 9, 10:30 a.m., noon, 6 p.m.; Holyday 4:45 eve; 6:30, 7:30, 9 a.m., 7:30 p.m.",,,,,Sat. 4-4:30 p.m.; Weds. and Thurs. before First Friday 8 a.m.; Thurs. before First Friday 7:30 p.m.; or anytime by appointment,40.4802729,-84.628094
90,Holy Trinity - Dayton,272 Bainbridge St.,Dayton,Ohio,45402,Montgomery,(937) 228-1223,ht_busmgr@sbcglobal.net,http://www.holytrinitydayton.org/,"Rev. Angelo Anthony, C.PP.S","Sun. 8:30, 11:30 a.m.; Holyday 6 p.m.",39.7579149,-84.180104,Holy Trinity - Dayton,1860,,,,,272 Bainbridge St.,Dayton,45402,Montgomery,"(937) 228-1223, Fax: (937) 445-0232",ht_busmgr@sbcglobal.net,http://www.holytrinitydayton.org/,"Rev. Angelo Anthony, C.PP.S","Rev. Ken Pleiman, C.PP.S.",Judith L. Trick (937) 228-1223,Deacon Mike Leo,,,,"Tea Yankel, (937) 848-2250",Jan Reed,,Thomas Aldridge,,"Sun. 8:30, 11:30 a.m.; Holyday 6 p.m.",,,,,Sun 8 a.m.,39.7579149,-84.180104
91,Holy Trinity - Norwood,2420 Drex Ave.,Norwood,Ohio,45212,Hamilton,(513) 366-4400,HolyTrinityNorwood@gmail.com,http://www.holytrinitynorwood.org,Rev. Raymond C. Kellerman,"Sat. 4:30 p.m.; Sun. 9, 11 a.m.; Holyday 7 eve; 7:45 a.m.",39.1710856,-84.4469395,Holy Trinity - Norwood,1994,,,,,2420 Drex Ave.,Norwood,45212,Hamilton,"(513) 366-4400, Fax: (513) 366-4404",HolyTrinityNorwood@gmail.com,http://www.holytrinitynorwood.org,Rev. Raymond C. Kellerman,,Jerry Jones,"William Staun, Henry Jacquez",,,,,"Deacon William Staun, Deacon Henry Jacquez",,Alice Barnes,,"Sat. 4:30 p.m.; Sun. 9, 11 a.m.; Holyday 7 eve; 7:45 a.m.",,,,,Second and fourth Sat. 3:15-4 p.m.; other times by appointment,39.1710856,-84.4469395
92,Holy Trinity - West Union,612 E. Mulberry,West Union,Ohio,45693,Adams,(937) 544-2757 ,fr.bedel@holytrinity-ac.org,http://www.holytrinity-ac.org/,Rev. Adam Puntel,"Sat. vigil Mass 5 p.m., Sun. 11 a.m.; Weekdays: Mon. 7 p.m, Weds, 9 a.m., Fri 9 a.m, Sat. 9 a.m. (extraordinary form)",38.7954139,-83.5387258,Holy Trinity - West Union,1950,,,,,612 E. Mulberry,West Union,45693,Adams,(937) 544-2757 Fax: (937) 544-7637,fr.bedel@holytrinity-ac.org,http://www.holytrinity-ac.org/,Rev. Adam Puntel,,,,,,,Annette Black,,,,Parish Secretary: Elaine Ewald,"Sat. vigil Mass 5 p.m., Sun. 11 a.m.; Weekdays: Mon. 7 p.m, Weds, 9 a.m., Fri 9 a.m, Sat. 9 a.m. (extraordinary form)",,,,,Sun. 10:30-10:50 a.m.; Mon. 6-6:55 p.m.; Weds. & Fri. 9:30 a.m.; Sat. 9:30 a.m. & 4-4:50 p.m.,38.7954139,-83.5387258
93,St. Ignatius Loyola - Monfort Heights,5222 North Bend Rd.,Cincinnati,Ohio,45247,Hamilton,(513) 661-6565,office@sainti.org,http://www.sainti.org,Rev. Peter T. St. George,"Sat. 4:30 p.m.; Sun. 6:30, 8:30, 10:15 a.m., noon, 7:30 p.m.; Holyday 7:00 eve; 6:30, 9:15, 2 & 7:00 p.m.",39.182102,-84.602703,St. Ignatius Loyola - Monfort Heights,1946,,,,,5222 North Bend Rd.,Cincinnati,45247,Hamilton,"(513) 661-6565, Fax: (513) 389-3241",office@sainti.org,http://www.sainti.org,Rev. Peter T. St. George,Rev. Alexander McCullough; Retired assistants: Revs. John Wall and Donald McCarthy,Barb Campbell,Tony Gagliarducci,,,Liz Roda,,"Sister Lucy Zientek, C.D.P.",Alex Venturato,Patty Stretch,Service Coordinator: Kris Schoettmer,"Sat. 4:30 p.m.; Sun. 6:30, 8:30, 10:15 a.m., noon, 7:30 p.m.; Holyday 7:00 eve; 6:30, 9:15, 2 & 7:00 p.m.",,,,,Mon. 7-7:30 p.m.; Weds. 10-10:30 a.m.; Sat. 3-4 p.m.,39.182102,-84.602703
94,Immaculate Conception - Botkins,N. Main & Walnut,Botkins,Ohio,45306,Shelby,(937) 693-2561,iccstlc@bright.net,,Rev. Patrick Sloneker,"Sat. 5:30 p.m.; Sun. 10:30 a.m.; Holyday 7:30 a.m., 7:30 p.m.",40.4697995,-84.1823556,Immaculate Conception - Botkins,1865,,"116 N. Mill St., PO Box 519",Botkins,45306,N. Main & Walnut,Botkins,45306,Shelby,(937) 693-2561,iccstlc@bright.net,,Rev. Patrick Sloneker,Rev. Sean Wilson,,Terrell (Terry) Coleman,,,CCD Coordinator: Beth Klopfenstein 937-6,,,Coordinator: Beth Klopfenstein 937-693-3,Rachel Barber,,"Sat. 5:30 p.m.; Sun. 10:30 a.m.; Holyday 7:30 a.m., 7:30 p.m.",,,,,"Sat. 4-5 p.m.; Thursdays before First Fridays, 4-5 p.m.",40.4697995,-84.1823556
95,Immaculate Conception - Bradford,200 Clay Street,Bradford,Ohio,45308-9427,Miami,(937) 526-4945,,http://www.bfvcatholic.org,Rev. James Simons,"5 p.m. on 2nd, 4th, & 5th Sat.; Sun. 9 a.m.",40.1330279,-84.429356,Immaculate Conception - Bradford,1875,,14 East Wood Street,"Versailles, OH",45380,200 Clay Street,Bradford,45308-9427,Miami,(937) 526-4945,,http://www.bfvcatholic.org,Rev. James Simons,Rev. James Duell,,,,,Julie Meyer,,,Alan Capasso,,,"5 p.m. on 2nd, 4th, & 5th Sat.; Sun. 9 a.m.",,,,,"2nd, 4th, & 5th Sat. 4-5 p.m.",40.1330279,-84.429356
96,Immaculate Conception - Celina,Walnut & Anthony Sts.,Celina,Ohio,45822,Mercer,(419) 586-6648 ,info@celina-ic.org,www.celina-ic.org,"Rev. Kenneth Schnipke, C.PP.S.","Sat. 6:30 p.m.; Sun. 7:30, 9 a.m., noon; Mon.-Fri. 7:30 a.m.; School Mass (Fri.) 8:45 a.m.; Holyday consult bulletin",40.5519046,-84.5723475,Immaculate Conception - Celina,1864,,229 W. Anthony St.,Celina,45822,Walnut & Anthony Sts.,Celina,45822,Mercer,(419) 586-6648 Fax: (419) 586-6649,info@celina-ic.org,www.celina-ic.org,"Rev. Kenneth Schnipke, C.PP.S.","Rev. Vincent P. Wirtner, CPPS",Lindsey Lunz (419) 586-6648,,,,Joyce Johnson,Elden Heckler,,Charlie Salway,Cindy Van Santvoord,,"Sat. 6:30 p.m.; Sun. 7:30, 9 a.m., noon; Mon.-Fri. 7:30 a.m.; School Mass (Fri.) 8:45 a.m.; Holyday consult bulletin",,,,,Sat. 11 a.m.,40.5519046,-84.5723475
